,location,size,total_sqft,bath,price,bhk,price_per_sqft
4637,Kothanur,2 BHK,1095.0,2,55.0,2,5022.83105
4638,Kothanur,2 BHK,1142.0,2,56.0,2,4903.677758
4639,Kothanur,2 BHK,1074.0,2,54.0,2,5027.932961
4640,Kothanur,2 BHK,1285.0,2,60.0,2,4669.2607
4641,Kothanur,2 BHK,1075.0,2,53.0,2,4930.232558
4642,Kothanur,2 BHK,1140.0,2,56.0,2,4912.280702
4643,Kothanur,2 BHK,1400.0,2,70.0,2,5000.0
4646,Kothanur,2 BHK,1140.0,2,56.0,2,4912.280702
4647,Kothanur,3 BHK,1787.0,3,120.0,3,6715.165081
4648,Kothanur,2 BHK,1185.0,2,59.0,2,4978.902954
4650,Kothanur,3 BHK,1790.0,3,105.0,3,5865.921788
4651,Kothanur,2 BHK,1130.0,2,55.0,2,4867.256637
4652,Kothanur,2 BHK,1094.0,2,54.0,2,4936.014625
4653,Kothanur,3 BHK,1170.0,3,80.0,3,6837.606838
4654,Kothanur,2 BHK,1400.0,2,65.0,2,4642.857143
4655,Kothanur,2 BHK,1195.0,2,59.0,2,4937.238494
4656,Kothanur,3 BHK,1790.0,3,120.0,3,6703.910615
4657,Kothanur,3 BHK,1454.0,3,71.5,3,4917.469051
4658,Kudlu,2 BHK,1152.0,2,53.5,2,4644.097222
4659,Kudlu,2 BHK,1027.0,2,43.0,2,4186.952288
4660,Kudlu,2 BHK,1092.0,2,44.0,2,4029.304029
4661,Kudlu,2 BHK,1027.0,2,43.0,2,4186.952288
4662,Kudlu,2 BHK,1092.0,2,44.0,2,4029.304029
4663,Kudlu,2 BHK,1143.0,2,55.0,2,4811.898513
4665,Kudlu,2 BHK,1024.0,2,44.0,2,4296.875
4667,Kudlu,3 BHK,1600.0,3,79.0,3,4937.5
4668,Kudlu,2 BHK,1027.0,2,42.0,2,4089.581305
4669,Kudlu,2 BHK,1076.0,2,50.0,2,4646.840149
4670,Kudlu,2 BHK,1027.0,2,44.0,2,4284.323272
4671,Kudlu,2 BHK,1084.0,2,53.0,2,4889.298893
4672,Kudlu,2 BHK,1300.0,2,56.0,2,4307.692308
4673,Kudlu,2 BHK,1027.0,2,44.0,2,4284.323272
4674,Kudlu,3 BHK,1245.0,2,60.0,3,4819.277108
4675,Kudlu,2 BHK,1027.0,2,44.0,2,4284.323272
4676,Kudlu,2 BHK,1110.0,2,46.0,2,4144.144144
4677,Kudlu,4 BHK,2100.0,3,114.0,4,5428.571429
4678,Kudlu,2 BHK,1027.0,2,44.0,2,4284.323272
4679,Kudlu,1 BHK,720.0,1,33.0,1,4583.333333
4680,Kudlu,2 BHK,1027.0,2,44.0,2,4284.323272
4681,Kudlu,2 BHK,1162.0,2,52.0,2,4475.043029
4682,Kudlu,2 BHK,1041.0,2,53.0,2,5091.258405
4683,Kudlu Gate,3 BHK,1535.0,3,83.0,3,5407.166124
4684,Kudlu Gate,3 BHK,1535.0,3,85.0,3,5537.459283
4686,Kudlu Gate,3 BHK,1535.0,3,86.0,3,5602.605863
4687,Kudlu Gate,3 BHK,1564.0,2,92.0,3,5882.352941
4689,Kudlu Gate,2 BHK,1238.0,2,55.0,2,4442.649435
4690,Kudlu Gate,3 BHK,1335.0,3,89.0,3,6666.666667
4691,Kudlu Gate,1 BHK,703.0,1,52.0,1,7396.870555
4692,Kudlu Gate,3 BHK,1535.0,3,86.0,3,5602.605863
4693,Kudlu Gate,3 BHK,1532.0,3,83.0,3,5417.754569
4694,Kudlu Gate,2 BHK,1113.0,2,50.0,2,4492.362983
4696,Kudlu Gate,2 BHK,1185.0,2,50.0,2,4219.409283
4700,Kudlu Gate,2 BHK,1215.0,2,45.0,2,3703.703704
4701,Kudlu Gate,2 BHK,812.0,2,38.25,2,4710.591133
4702,Kudlu Gate,2 BHK,1547.0,2,103.0,2,6658.047835
4703,Kudlu Gate,2 BHK,1336.0,2,86.0,2,6437.125749
4704,Kudlu Gate,3 BHK,1919.0,3,121.0,3,6305.367379
4705,Kudlu Gate,2 BHK,1464.0,3,56.0,2,3825.136612
4706,Kudlu Gate,3 BHK,1535.0,3,85.0,3,5537.459283
4707,Kudlu Gate,3 BHK,1850.0,3,120.0,3,6486.486486
4708,Kudlu Gate,2 BHK,940.0,2,69.57,2,7401.06383
4709,Kudlu Gate,2 BHK,1215.0,2,44.96,2,3700.411523
4710,Kudlu Gate,2 BHK,1164.0,2,75.0,2,6443.298969
4712,Kudlu Gate,2 BHK,1183.0,2,79.54,2,6723.584108
4713,Kudlu Gate,3 BHK,1850.0,3,110.0,3,5945.945946
4715,Kudlu Gate,2 BHK,1183.0,2,79.54,2,6723.584108
4716,Kudlu Gate,2 BHK,1200.0,2,44.4,2,3700.0
4718,Kudlu Gate,2 BHK,1310.0,2,53.0,2,4045.801527
4719,Kumaraswami Layout,4 Bedroom,2000.0,4,139.0,4,6950.0
4720,Kumaraswami Layout,2 BHK,1000.0,2,48.5,2,4850.0
4721,Kumaraswami Layout,2 BHK,1000.0,2,58.0,2,5800.0
4722,Kumaraswami Layout,7 Bedroom,2400.0,7,125.0,7,5208.333333
4723,Kumaraswami Layout,3 Bedroom,2400.0,2,125.0,3,5208.333333
4724,Kumaraswami Layout,3 BHK,1310.0,2,70.0,3,5343.51145
4725,Kumaraswami Layout,1 Bedroom,850.0,1,78.0,1,9176.470588
4726,Kumaraswami Layout,7 Bedroom,3200.0,7,150.0,7,4687.5
4727,Kumaraswami Layout,3 BHK,1310.0,2,85.0,3,6488.549618
4728,Kumaraswami Layout,4 BHK,2450.0,3,110.0,4,4489.795918
4729,Kumaraswami Layout,7 Bedroom,3100.0,7,145.0,7,4677.419355
4730,Kumaraswami Layout,3 Bedroom,1200.0,3,75.0,3,6250.0
4731,Kumaraswami Layout,2 BHK,1081.0,2,60.0,2,5550.416281
4732,Kundalahalli,3 BHK,1724.0,3,125.0,3,7250.580046
4733,Kundalahalli,2 BHK,1030.0,2,49.0,2,4757.281553
4734,Kundalahalli,2 BHK,735.0,2,57.99,2,7889.795918
4735,Kundalahalli,2 BHK,1047.0,2,82.0,2,7831.900669
4736,Kundalahalli,3 BHK,1397.0,3,105.0,3,7516.105941
4737,Kundalahalli,3 BHK,1724.0,3,127.0,3,7366.589327
4738,Kundalahalli,2 BHK,1010.0,2,49.27,2,4878.217822
4739,Kundalahalli,3 BHK,1397.0,3,110.0,3,7874.015748
4740,Kundalahalli,3 BHK,1397.0,3,104.0,3,7444.52398
4741,Kundalahalli,3 BHK,1397.0,3,108.0,3,7730.851825
4742,Kundalahalli,3 BHK,1920.0,3,150.0,3,7812.5
4743,Kundalahalli,3 BHK,1397.0,3,105.0,3,7516.105941
4745,Kundalahalli,3 BHK,1724.0,3,124.0,3,7192.575406
4746,Kundalahalli,2 BHK,1047.0,2,84.0,2,8022.922636
4747,Kundalahalli,2 BHK,1047.0,2,83.0,2,7927.411652
4748,Kundalahalli,4 Bedroom,7000.0,4,550.0,4,7857.142857
4750,Kundalahalli,2 BHK,1120.0,2,53.76,2,4800.0
4751,Kundalahalli,2 BHK,1047.0,2,82.62,2,7891.117479
4752,Kundalahalli,2 BHK,1047.0,2,91.0,2,8691.499522
4753,Kundalahalli,3 BHK,1724.0,3,146.0,3,8468.677494
4754,Kundalahalli,3 Bedroom,1600.0,3,170.0,3,10625.0
4756,Kundalahalli,3 BHK,1724.0,3,125.0,3,7250.580046
4757,Kundalahalli,2 BHK,1010.0,2,48.27,2,4779.207921
4758,Kundalahalli,2 BHK,1047.0,2,89.0,2,8500.477555
4759,Kundalahalli,4 Bedroom,2500.0,5,245.0,4,9800.0
4760,Kundalahalli,3 BHK,1397.0,3,105.0,3,7516.105941
4762,Kundalahalli,2 BHK,1047.0,2,72.0,2,6876.790831
4763,Kundalahalli,2 BHK,1260.0,2,58.0,2,4603.174603
4764,Kundalahalli,4 Bedroom,3092.0,4,230.0,4,7438.5511
4765,Kundalahalli,2 BHK,1065.0,2,70.0,2,6572.769953
4766,Kundalahalli,3 BHK,1724.0,3,146.0,3,8468.677494
4767,Kundalahalli,2 BHK,1047.0,2,91.0,2,8691.499522
4768,Kundalahalli,3 BHK,1724.0,3,128.0,3,7424.593968
4769,Kundalahalli,2 BHK,1315.0,2,74.0,2,5627.376426
4770,Kundalahalli,3 Bedroom,2100.0,3,150.0,3,7142.857143
4771,Kundalahalli,3 BHK,1724.0,3,125.0,3,7250.580046
4772,Kundalahalli,3 BHK,1724.0,3,140.0,3,8120.649652
4773,Kundalahalli,2 BHK,1175.0,2,65.0,2,5531.914894
4775,LB Shastri Nagar,2 BHK,1043.0,2,55.0,2,5273.25024
4776,LB Shastri Nagar,2 BHK,1184.0,2,69.0,2,5827.702703
4777,LB Shastri Nagar,1 BHK,665.0,1,32.0,1,4812.030075
4778,LB Shastri Nagar,2 BHK,1250.0,2,48.5,2,3880.0
4779,LB Shastri Nagar,3 BHK,1400.0,2,80.0,3,5714.285714
4780,LB Shastri Nagar,2 BHK,1184.0,2,62.0,2,5236.486486
4781,LB Shastri Nagar,2 BHK,1200.0,2,47.0,2,3916.666667
4782,LB Shastri Nagar,2 BHK,1200.0,2,75.0,2,6250.0
4783,LB Shastri Nagar,2 BHK,1000.0,2,49.5,2,4950.0
4784,Laggere,5 Bedroom,2800.0,5,125.0,5,4464.285714
4785,Laggere,3 Bedroom,1200.0,3,130.0,3,10833.33333
4786,Laggere,1 Bedroom,1200.0,1,125.0,1,10416.66667
4787,Laggere,2 Bedroom,1200.0,2,75.0,2,6250.0
4788,Laggere,1 Bedroom,620.0,2,48.0,1,7741.935484
4789,Lakshminarayana Pura,2 BHK,1185.0,2,75.0,2,6329.113924
4790,Lakshminarayana Pura,3 BHK,1600.0,2,108.0,3,6750.0
4791,Lakshminarayana Pura,2 BHK,1180.0,2,75.0,2,6355.932203
4792,Lakshminarayana Pura,2 BHK,1172.0,2,82.0,2,6996.587031
4793,Lakshminarayana Pura,2 BHK,1179.0,2,75.0,2,6361.323155
4794,Lakshminarayana Pura,2 BHK,1149.0,2,75.0,2,6527.415144
4795,Lakshminarayana Pura,2 BHK,1336.0,2,100.0,2,7485.02994
4796,Lakshminarayana Pura,2 BHK,1175.0,2,75.0,2,6382.978723
4797,Lakshminarayana Pura,2 BHK,1190.0,2,75.0,2,6302.521008
4798,Lakshminarayana Pura,2 BHK,1200.0,2,75.0,2,6250.0
4799,Lakshminarayana Pura,2 BHK,1200.0,2,75.0,2,6250.0
4800,Lakshminarayana Pura,2 BHK,1165.0,2,75.0,2,6437.76824
4801,Lakshminarayana Pura,2 BHK,1145.0,2,75.0,2,6550.218341
4802,Lakshminarayana Pura,3 BHK,1500.0,3,104.0,3,6933.333333
4803,Lakshminarayana Pura,2 BHK,1210.0,2,75.0,2,6198.347107
4804,Lakshminarayana Pura,2 BHK,1169.0,2,75.0,2,6415.739949
4805,Lakshminarayana Pura,2 BHK,1200.0,2,75.0,2,6250.0
4806,Lakshminarayana Pura,2 BHK,1172.0,2,75.0,2,6399.317406
4807,Lakshminarayana Pura,2 BHK,1172.0,2,75.0,2,6399.317406
4808,Lakshminarayana Pura,2 BHK,1180.0,2,75.0,2,6355.932203
4809,Lakshminarayana Pura,2 BHK,1200.0,2,83.0,2,6916.666667
4810,Lakshminarayana Pura,2 BHK,1200.0,2,80.0,2,6666.666667
4811,Lakshminarayana Pura,2 BHK,1195.0,2,75.0,2,6276.150628
4812,Lakshminarayana Pura,2 BHK,1200.0,2,80.0,2,6666.666667
4813,Lingadheeranahalli,3 BHK,1521.0,3,95.0,3,6245.890861
4814,Lingadheeranahalli,3 BHK,1511.0,3,95.0,3,6287.227002
4815,Lingadheeranahalli,3 BHK,1683.0,3,109.0,3,6476.530006
4816,Lingadheeranahalli,3 BHK,1519.0,3,93.0,3,6122.44898
4817,Lingadheeranahalli,3 BHK,1521.0,3,94.99,3,6245.233399
4818,Lingadheeranahalli,3 BHK,1682.0,3,120.0,3,7134.363853
4819,Lingadheeranahalli,3 BHK,1521.0,3,94.71,3,6226.824458
4820,Lingadheeranahalli,3 BHK,1893.0,3,130.0,3,6867.406233
4821,Lingadheeranahalli,3 BHK,1705.0,3,110.0,3,6451.612903
4822,Lingadheeranahalli,4 BHK,2245.0,4,154.0,4,6859.688196
4823,Lingadheeranahalli,3 BHK,1682.0,3,113.0,3,6718.192628
4824,Lingadheeranahalli,3 BHK,1682.0,3,114.0,3,6777.64566
4825,Lingadheeranahalli,3 BHK,1506.0,3,95.0,3,6308.10093
4826,Lingadheeranahalli,3 BHK,1683.0,3,110.0,3,6535.947712
4827,Lingadheeranahalli,3 BHK,1684.0,3,120.0,3,7125.890736
4828,Lingadheeranahalli,4 BHK,2236.0,4,153.0,4,6842.576029
4829,Lingadheeranahalli,3 BHK,1894.0,4,114.0,3,6019.007392
4830,Lingadheeranahalli,4 BHK,2240.0,4,160.0,4,7142.857143
4831,Magadi Road,6 Bedroom,3600.0,6,141.0,6,3916.666667
4832,Magadi Road,2 BHK,1116.0,2,50.0,2,4480.286738
4834,Magadi Road,2 BHK,884.0,2,41.1,2,4649.321267
4835,Magadi Road,2 BHK,1005.0,2,55.78,2,5550.248756
4836,Magadi Road,2 BHK,1000.0,2,46.5,2,4650.0
4837,Magadi Road,4 Bedroom,1500.0,2,93.0,4,6200.0
4839,Magadi Road,2 BHK,1345.0,2,55.0,2,4089.219331
4841,Magadi Road,5 Bedroom,5000.0,6,360.0,5,7200.0
4842,Magadi Road,2 BHK,1116.0,2,51.89,2,4649.641577
4843,Magadi Road,3 BHK,1052.0,2,60.0,3,5703.422053
4844,Magadi Road,2 BHK,940.0,2,50.0,2,5319.148936
4845,Magadi Road,3 BHK,1318.0,2,68.0,3,5159.332322
4847,Magadi Road,2 BHK,884.0,2,48.0,2,5429.864253
4849,Mahadevpura,2 BHK,1150.0,2,52.0,2,4521.73913
4850,Mahadevpura,2 BHK,1250.0,2,52.0,2,4160.0
4851,Mahadevpura,2 BHK,1260.0,2,57.6,2,4571.428571
4852,Mahadevpura,1 BHK,730.0,1,35.0,1,4794.520548
4853,Mahadevpura,3 BHK,1434.0,2,67.39,3,4699.44212
4854,Mahadevpura,2 BHK,1146.0,2,53.8,2,4694.589878
4855,Mahadevpura,2 BHK,1532.0,2,62.0,2,4046.997389
4856,Mahadevpura,3 BHK,1620.0,2,76.0,3,4691.358025
4857,Mahadevpura,2 BHK,1136.0,2,64.5,2,5677.816901
4858,Mahadevpura,3 BHK,1400.0,2,65.8,3,4700.0
4859,Mahadevpura,2 BHK,1137.0,2,53.4,2,4696.569921
4860,Mahadevpura,3 BHK,1601.0,3,95.0,3,5933.79138
4861,Mahadevpura,3 BHK,1450.0,3,75.0,3,5172.413793
4862,Mahadevpura,2 BHK,1152.0,2,54.0,2,4687.5
4863,Mahadevpura,2 BHK,1212.0,2,56.9,2,4694.719472
4865,Mahadevpura,3 BHK,1505.0,3,78.0,3,5182.724252
4866,Mahadevpura,3 BHK,1500.0,2,70.0,3,4666.666667
4867,Mahadevpura,2 BHK,1236.0,2,58.0,2,4692.556634
4868,Mahadevpura,2 BHK,1236.0,2,58.0,2,4692.556634
4869,Mahadevpura,2 BHK,1120.0,2,53.0,2,4732.142857
4870,Mahalakshmi Layout,4 Bedroom,1575.0,5,158.0,4,10031.74603
4871,Mahalakshmi Layout,2 BHK,1105.0,2,80.0,2,7239.819005
4872,Mahalakshmi Layout,4 Bedroom,1200.0,3,160.0,4,13333.33333
4873,Mahalakshmi Layout,3 BHK,1200.0,2,110.0,3,9166.666667
4874,Mahalakshmi Layout,3 BHK,1876.0,3,150.0,3,7995.735608
4875,Mallasandra,3 BHK,1665.0,3,95.0,3,5705.705706
4876,Mallasandra,3 BHK,1665.0,3,86.58,3,5200.0
4877,Mallasandra,2 BHK,1340.0,2,61.0,2,4552.238806
4878,Mallasandra,2 BHK,1325.0,2,70.0,2,5283.018868
4879,Mallasandra,3 BHK,1665.0,3,86.91,3,5219.81982
4880,Mallasandra,2 BHK,1325.0,2,70.0,2,5283.018868
4881,Mallasandra,2 BHK,905.0,2,40.0,2,4419.889503
4882,Mallasandra,2 BHK,1325.0,2,65.0,2,4905.660377
4883,Mallasandra,2 BHK,1325.0,2,73.0,2,5509.433962
4884,Mallasandra,2 BHK,1565.0,2,69.0,2,4408.945687
4885,Mallasandra,2 BHK,905.0,2,35.0,2,3867.403315
4887,Mallasandra,3 BHK,1100.0,2,76.3,3,6936.363636
4888,Malleshpalya,2 BHK,1140.0,2,46.5,2,4078.947368
4889,Malleshpalya,2 BHK,1225.0,2,46.86,2,3825.306122
4891,Malleshpalya,2 BHK,1052.0,2,50.0,2,4752.851711
4892,Malleshpalya,3 BHK,1405.0,2,77.0,3,5480.427046
4893,Malleshpalya,2 BHK,1065.0,2,50.0,2,4694.835681
4894,Malleshpalya,2 BHK,1210.0,2,55.0,2,4545.454545
4896,Malleshpalya,2 BHK,1060.0,2,40.0,2,3773.584906
4897,Malleshpalya,3 BHK,1430.0,2,69.5,3,4860.13986
4898,Malleshpalya,2 BHK,1421.0,2,90.0,2,6333.56791
4899,Malleshpalya,2 BHK,1245.0,2,55.0,2,4417.670683
4900,Malleshpalya,2 BHK,1200.0,2,46.0,2,3833.333333
4901,Malleshpalya,2 BHK,1225.0,2,52.0,2,4244.897959
4902,Malleshwaram,1 BHK,705.0,1,67.0,1,9503.546099
4903,Malleshwaram,7 BHK,12000.0,7,2200.0,7,18333.33333
4904,Malleshwaram,4 BHK,2500.0,5,325.0,4,13000.0
4905,Malleshwaram,3 BHK,2006.0,3,297.0,3,14805.58325
4906,Malleshwaram,1 BHK,686.0,1,62.5,1,9110.787172
4907,Malleshwaram,3 BHK,2475.0,4,332.0,3,13414.14141
4908,Malleshwaram,3 BHK,2610.0,3,399.0,3,15287.35632
4909,Malleshwaram,3 BHK,2475.0,4,320.0,3,12929.29293
4910,Malleshwaram,2 BHK,900.0,2,95.0,2,10555.55556
4911,Malleshwaram,2 BHK,1420.0,2,158.0,2,11126.76056
4912,Malleshwaram,3 BHK,2000.0,3,250.0,3,12500.0
4913,Malleshwaram,3 BHK,2215.0,3,275.0,3,12415.34989
4915,Malleshwaram,3 BHK,2475.0,4,300.0,3,12121.21212
4917,Malleshwaram,3 BHK,2215.0,4,310.0,3,13995.48533
4918,Malleshwaram,1 BHK,480.0,1,60.0,1,12500.0
4919,Malleshwaram,2 BHK,1290.0,2,120.0,2,9302.325581
4920,Malleshwaram,3 BHK,2475.0,4,326.0,3,13171.71717
4921,Malleshwaram,3 BHK,2476.0,3,337.0,3,13610.66236
4922,Malleshwaram,2 BHK,900.0,2,90.0,2,10000.0
4924,Malleshwaram,3 BHK,2050.0,4,270.0,3,13170.73171
4925,Malleshwaram,2 BHK,900.0,2,72.0,2,8000.0
4926,Malleshwaram,1 BHK,620.0,1,86.8,1,14000.0
4927,Malleshwaram,2 Bedroom,600.0,1,68.0,2,11333.33333
4928,Malleshwaram,3 BHK,2475.0,4,337.0,3,13616.16162
4929,Malleshwaram,3 BHK,2215.0,3,275.0,3,12415.34989
4930,Malleshwaram,3 BHK,2215.0,3,330.0,3,14898.41986
4932,Malleshwaram,2 BHK,1020.0,2,80.0,2,7843.137255
4933,Malleshwaram,2 Bedroom,600.0,1,90.0,2,15000.0
4934,Malleshwaram,3 BHK,2200.0,3,275.0,3,12500.0
4935,Malleshwaram,3 BHK,2475.0,4,326.0,3,13171.71717
4936,Malleshwaram,2 BHK,1500.0,2,140.0,2,9333.333333
4937,Malleshwaram,3 BHK,2475.0,4,340.0,3,13737.37374
4938,Malleshwaram,2 BHK,1400.0,2,190.0,2,13571.42857
4939,Malleshwaram,3 BHK,2475.0,4,300.0,3,12121.21212
4940,Malleshwaram,3 BHK,2400.0,3,380.0,3,15833.33333
4941,Malleshwaram,1 BHK,580.0,1,45.0,1,7758.62069
4942,Malleshwaram,2 BHK,1410.0,2,125.0,2,8865.248227
4945,Marathahalli,2 BHK,1220.0,2,57.0,2,4672.131148
4946,Marathahalli,2 BHK,1200.0,2,52.0,2,4333.333333
4947,Marathahalli,2 BHK,1200.0,2,60.0,2,5000.0
4948,Marathahalli,3 BHK,1933.0,3,140.0,3,7242.628039
4949,Marathahalli,2 BHK,950.0,2,46.96,2,4943.157895
4950,Marathahalli,2 BHK,1230.0,2,80.0,2,6504.065041
4951,Marathahalli,4 BHK,3800.0,4,250.0,4,6578.947368
4952,Marathahalli,2 BHK,1019.0,2,49.85,2,4892.05103
4953,Marathahalli,2 BHK,1215.0,2,67.0,2,5514.403292
4954,Marathahalli,4 BHK,2181.0,3,152.0,4,6969.280147
4955,Marathahalli,2 BHK,1170.0,2,53.0,2,4529.91453
4956,Marathahalli,2 BHK,1019.0,2,49.86,2,4893.032385
4957,Marathahalli,2 BHK,1325.0,2,71.55,2,5400.0
4958,Marathahalli,2 BHK,1220.0,2,56.5,2,4631.147541
4960,Marathahalli,2 BHK,1152.0,2,56.0,2,4861.111111
4961,Marathahalli,3 BHK,1610.0,3,90.0,3,5590.062112
4962,Marathahalli,2 BHK,1146.0,2,70.0,2,6108.202443
4964,Marathahalli,3 BHK,1469.0,3,89.0,3,6058.543227
4969,Marathahalli,4 BHK,2519.0,5,185.0,4,7344.1842
4971,Marathahalli,2 BHK,957.0,2,46.9,2,4900.731452
4972,Marathahalli,3 BHK,1583.0,3,105.0,3,6632.975363
4973,Marathahalli,4 BHK,2524.0,5,190.0,4,7527.733756
4977,Marathahalli,2 BHK,1071.0,2,52.25,2,4878.618114
4978,Marathahalli,2 BHK,1215.0,2,58.86,2,4844.444444
4979,Marathahalli,2 BHK,1102.0,2,53.67,2,4870.235935
4980,Marathahalli,3 BHK,1900.0,3,123.0,3,6473.684211
4981,Marathahalli,2 BHK,1045.0,2,60.0,2,5741.626794
4983,Marathahalli,2 BHK,1215.0,2,58.86,2,4844.444444
4984,Marathahalli,2 BHK,1365.0,2,73.0,2,5347.985348
4989,Marathahalli,2 BHK,1208.0,2,70.0,2,5794.701987
4990,Marathahalli,2 BHK,1325.0,1,92.0,2,6943.396226
4991,Marathahalli,3 BHK,1525.0,3,90.0,3,5901.639344
4992,Marathahalli,3 BHK,1937.0,3,140.0,3,7227.671657
4993,Marathahalli,3 BHK,1550.0,3,83.0,3,5354.83871
4994,Marathahalli,2 BHK,1350.0,2,86.0,2,6370.37037
4995,Marathahalli,2 BHK,957.0,2,47.0,2,4911.180773
4997,Marathahalli,2 BHK,1230.0,2,57.0,2,4634.146341
4998,Marathahalli,2 BHK,1200.0,2,58.0,2,4833.333333
5000,Marathahalli,1 BHK,607.0,1,35.0,1,5766.062603
5001,Marathahalli,3 BHK,1583.0,3,109.0,3,6885.660139
5002,Marathahalli,2 BHK,1075.0,2,52.43,2,4877.209302
5003,Marathahalli,2 BHK,1360.0,2,103.0,2,7573.529412
5004,Marathahalli,2 BHK,1220.0,2,58.5,2,4795.081967
5005,Marathahalli,2 BHK,950.0,2,45.68,2,4808.421053
5006,Marathahalli,1 BHK,615.0,1,44.0,1,7154.471545
5007,Marathahalli,3 BHK,1595.0,3,90.0,3,5642.633229
5008,Marathahalli,2 BHK,1350.0,2,89.0,2,6592.592593
5009,Marathahalli,2 BHK,1020.0,2,57.0,2,5588.235294
5010,Marathahalli,2 BHK,1600.0,3,88.0,2,5500.0
5011,Marathahalli,1 BHK,780.0,1,55.0,1,7051.282051
5012,Marathahalli,3 BHK,1710.0,3,100.0,3,5847.953216
5014,Marathahalli,2 BHK,1358.0,2,81.0,2,5964.653903
5015,Marathahalli,2 BHK,1205.0,2,75.0,2,6224.06639
5016,Marathahalli,3 BHK,1730.0,3,110.0,3,6358.381503
5017,Marathahalli,3 BHK,1583.0,3,115.0,3,7264.687303
5018,Marathahalli,2 BHK,1200.0,2,67.0,2,5583.333333
5019,Marathahalli,2 BHK,1095.0,2,60.0,2,5479.452055
5020,Marathahalli,2 BHK,1060.0,2,48.0,2,4528.301887
5021,Marathahalli,2 BHK,1050.0,2,65.0,2,6190.47619
5022,Marathahalli,2 BHK,1102.0,2,53.67,2,4870.235935
5023,Marathahalli,2 BHK,1026.0,2,49.95,2,4868.421053
5026,Marathahalli,2 BHK,1220.0,2,59.0,2,4836.065574
5027,Marathahalli,2 BHK,881.0,2,48.06,2,5455.164586
5029,Marathahalli,3 BHK,1710.0,3,100.0,3,5847.953216
5030,Marathahalli,3 BHK,1680.0,3,105.0,3,6250.0
5031,Marathahalli,3 BHK,1910.0,3,119.0,3,6230.366492
5032,Marathahalli,2 BHK,1602.0,2,104.0,2,6491.885144
5033,Marathahalli,1 BHK,700.0,1,38.0,1,5428.571429
5034,Marathahalli,3 BHK,1469.0,3,89.0,3,6058.543227
5036,Marathahalli,3 BHK,1690.0,3,116.0,3,6863.905325
5037,Marathahalli,2 BHK,1065.0,2,55.0,2,5164.319249
5038,Marathahalli,3 BHK,1693.0,3,125.0,3,7383.343178
5039,Marathahalli,3 BHK,1693.0,3,125.0,3,7383.343178
5040,Marathahalli,2 BHK,1196.0,2,57.9,2,4841.137124
5041,Marathahalli,3 BHK,1595.0,3,88.0,3,5517.241379
5042,Marathahalli,3 BHK,2122.0,3,125.0,3,5890.66918
5043,Marathahalli,3 BHK,1730.0,3,115.0,3,6647.398844
5046,Marathahalli,2 BHK,1125.0,2,55.0,2,4888.888889
5047,Marathahalli,3 BHK,1950.0,3,115.0,3,5897.435897
5048,Marathahalli,2 BHK,1250.0,2,68.0,2,5440.0
5049,Marathahalli,2 BHK,1125.0,2,56.8,2,5048.888889
5050,Marathahalli,2 BHK,1350.0,2,90.0,2,6666.666667
5051,Marathahalli,2 BHK,1200.0,2,53.0,2,4416.666667
5052,Marathahalli,4 BHK,2500.0,5,175.0,4,7000.0
5053,Marathahalli,2 BHK,957.0,2,47.0,2,4911.180773
5056,Marathahalli,2 BHK,1350.0,2,60.0,2,4444.444444
5057,Marathahalli,4 BHK,3400.0,4,235.0,4,6911.764706
5058,Marathahalli,2 BHK,1350.0,2,99.0,2,7333.333333
5060,Marathahalli,2 BHK,1285.0,2,55.0,2,4280.155642
5061,Marathahalli,4 BHK,2500.0,5,181.0,4,7240.0
5062,Marathahalli,4 BHK,3800.0,4,235.0,4,6184.210526
5063,Marathahalli,4 BHK,3951.0,4,230.0,4,5821.31106
5064,Marathahalli,2 BHK,1125.0,2,54.8,2,4871.111111
5065,Marathahalli,3 BHK,1700.0,3,126.0,3,7411.764706
5067,Marathahalli,2 BHK,1270.0,2,73.0,2,5748.031496
5069,Marathahalli,2 BHK,950.0,2,46.7,2,4915.789474
5070,Marathahalli,3 BHK,1550.0,3,85.0,3,5483.870968
5071,Marathahalli,2 BHK,1019.0,2,49.86,2,4893.032385
5072,Marathahalli,2 BHK,1144.0,2,65.0,2,5681.818182
5073,Marathahalli,2 BHK,1240.0,2,55.0,2,4435.483871
5074,Marathahalli,1 BHK,1100.0,2,75.0,1,6818.181818
5075,Marathahalli,2 BHK,1156.0,2,52.0,2,4498.269896
5076,Marathahalli,4 BHK,2524.0,5,180.0,4,7131.537242
5077,Marathahalli,2 BHK,1135.0,2,60.0,2,5286.343612
5078,Marathahalli,3 BHK,1839.0,3,130.0,3,7069.059271
5079,Marathahalli,2 BHK,1170.0,2,85.0,2,7264.957265
5080,Marathahalli,2 BHK,1102.0,2,53.67,2,4870.235935
5081,Marathahalli,3 BHK,1108.0,2,60.0,3,5415.162455
5082,Marathahalli,3 BHK,1449.0,3,110.0,3,7591.442374
5083,Marathahalli,2 BHK,1360.0,2,101.0,2,7426.470588
5084,Marathahalli,2 BHK,1026.0,2,50.18,2,4890.838207
5087,Marathahalli,2 BHK,1270.0,2,80.0,2,6299.212598
5088,Marathahalli,2 BHK,1100.0,2,50.0,2,4545.454545
5089,Marathahalli,2 BHK,1196.0,2,57.95,2,4845.317726
