,location,size,total_sqft,bath,price,bhk,price_per_sqft
7822,other,1 Bedroom,600,1,33,1,5500
7823,other,3 BHK,1569,3,70,3,4461.440408
7824,other,3 Bedroom,2600,3,147,3,5653.846154
7825,Electronics City Phase 1,1 BHK,645,1,42.5,1,6589.147287
7826,other,4 Bedroom,1200,3,180,4,15000
7827,Nagarbhavi,3 Bedroom,800,3,95,3,11875
7828,Mico Layout,2 Bedroom,800,2,80,2,10000
7829,Marathahalli,2 BHK,1350,2,90,2,6666.666667
7830,BTM 2nd Stage,3 BHK,2780,4,325,3,11690.64748
7831,other,3 BHK,1410,2,45.12,3,3200
7832,Whitefield,2 BHK,1109,2,35.47,2,3198.376916
7833,other,4 BHK,2000,3,1063,4,53150
7834,other,1 BHK,800,1,72,1,9000
7835,Bannerghatta Road,2 BHK,1215,2,68,2,5596.707819
7836,Basaveshwara Nagar,8 Bedroom,1230,6,250,8,20325.20325
7837,Prithvi Layout,3 Bedroom,2273,4,192,3,8446.986362
7838,Varthur Road,2 BHK,1255,2,52.76,2,4203.984064
7839,other,2 BHK,1020,2,49,2,4803.921569
7840,other,3 BHK,1225,2,82,3,6693.877551
7841,Singasandra,2 BHK,1120,2,60,2,5357.142857
7842,other,5 Bedroom,2400,5,625,5,26041.66667
7843,Kasavanhalli,3 BHK,1225,2,69,3,5632.653061
7844,Whitefield,4 Bedroom,5200,5,242,4,4653.846154
7845,Indira Nagar,4 BHK,4000,4,700,4,17500
7846,Sarjapur  Road,3 BHK,1984,4,145,3,7308.467742
7847,Old Madras Road,3 BHK,2425,3,197,3,8123.71134
7848,ITPL,3 Bedroom,1200,3,56.12,3,4676.666667
7849,Bommasandra,2 BHK,1127,2,45,2,3992.901508
7850,Whitefield,3 BHK,1655,3,97,3,5861.02719
7851,Ananth Nagar,1 BHK,500,1,14,1,2800
7852,Varthur,3 Bedroom,1200,3,68.38,3,5698.333333
7853,Kaggadasapura,2 BHK,1000,2,43,2,4300
7854,CV Raman Nagar,2 BHK,1225,2,47.88,2,3908.571429
7855,Hormavu,2 BHK,1350,2,45,2,3333.333333
7856,Nagarbhavi,4 Bedroom,600,5,95,4,15833.33333
7857,Sahakara Nagar,2 BHK,1175,2,49,2,4170.212766
7858,other,1 BHK,655,1,27,1,4122.137405
7859,Hosa Road,3 BHK,1311,2,84.86,3,6472.921434
7860,Banashankari Stage VI,3 Bedroom,600,4,90,3,15000
7861,CV Raman Nagar,2 BHK,1000,2,38.5,2,3850
7862,other,2 BHK,1196,2,96,2,8026.755853
7863,Kanakpura Road,3 BHK,1050,2,59,3,5619.047619
7864,Somasundara Palya,3 BHK,1275,2,52,3,4078.431373
7865,other,2 BHK,927,2,50,2,5393.743258
7866,Varthur,3 BHK,1520,2,61,3,4013.157895
7867,other,4 Bedroom,2400,5,395,4,16458.33333
7868,Hebbal,2 BHK,1333,2,104,2,7801.950488
7869,other,1 BHK,600,1,18,1,3000
7870,Abbigere,3 BHK,1326,2,34.8,3,2624.434389
7871,Koramangala,2 BHK,1370,2,125,2,9124.087591
7872,Koramangala,2 BHK,1100,2,85,2,7727.272727
7873,Haralur Road,3 BHK,1650,3,100,3,6060.606061
7874,Kasavanhalli,3 BHK,1917,3,132,3,6885.758998
7875,other,3 BHK,780,3,75,3,9615.384615
7876,Billekahalli,2 BHK,950,2,58.11,2,6116.842105
7877,other,2 BHK,1175,2,48.72,2,4146.382979
7878,8th Phase JP Nagar,2 BHK,1089,2,43.55,2,3999.081726
7879,Kalena Agrahara,3 BHK,1804,3,175,3,9700.665188
7880,Hoodi,2 BHK,1257,2,68.5,2,5449.482896
7881,Sarjapur,1 BHK,650,1,19.87,1,3056.923077
7882,Whitefield,3 BHK,1850,3,150,3,8108.108108
7883,other,4 Bedroom,2800,4,200,4,7142.857143
7884,Vidyaranyapura,2 BHK,945,2,40,2,4232.804233
7885,Koramangala,2 BHK,1161,2,63.85,2,5499.569337
7886,Banashankari Stage V,3 BHK,1630,3,51.35,3,3150.306748
7887,Jalahalli,3 BHK,1310,2,60,3,4580.152672
7888,other,2 BHK,750,2,28,2,3733.333333
7889,Whitefield,3 Bedroom,1200,3,67.77,3,5647.5
7890,other,2 BHK,1000,2,45,2,4500
7891,Old Madras Road,4 Bedroom,4000,4,225,4,5625
7892,Nagavara,2 BHK,1315,2,70,2,5323.193916
7893,Sahakara Nagar,3 BHK,1370,2,90,3,6569.343066
7894,Ulsoor,5 Bedroom,1200,4,150,5,12500
7895,Bellandur,2 BHK,1465,3,90,2,6143.34471
7896,JP Nagar,3 BHK,20000,3,175,3,875
7897,Electronic City,2 BHK,1128,2,64,2,5673.758865
7898,Padmanabhanagar,3 BHK,1250,2,70,3,5600
7899,Hebbal,3 BHK,1645,3,117,3,7112.462006
7900,Horamavu Agara,3 BHK,1284,2,75,3,5841.121495
7901,Hebbal,3 BHK,2600,3,199,3,7653.846154
7902,Kodigehalli,3 BHK,1820,3,150,3,8241.758242
7903,Haralur Road,3 BHK,1580,3,73,3,4620.253165
7904,Akshaya Nagar,3 Bedroom,2650,3,125,3,4716.981132
7905,Bannerghatta Road,2 BHK,1215,2,68,2,5596.707819
7906,Uttarahalli,2 BHK,1075,2,40,2,3720.930233
7907,R.T. Nagar,3 BHK,1400,2,78,3,5571.428571
7908,Subramanyapura,3 BHK,1400,2,55,3,3928.571429
7909,Bisuvanahalli,2 BHK,845,2,30,2,3550.295858
7910,Hegde Nagar,4 BHK,2600,4,40,4,1538.461538
7911,Sarjapur,4 Bedroom,3854.5,6,385.5,4,10001.29719
7912,other,2 BHK,800,2,85,2,10625
7913,Panathur,2 BHK,1199,2,85,2,7089.241034
7914,Gunjur,2 BHK,1175,2,43.48,2,3700.425532
7915,Sahakara Nagar,3 Bedroom,2400,3,270,3,11250
7916,Bellandur,3 BHK,1767,3,109,3,6168.647425
7917,Sarjapur  Road,4 BHK,1800,3,90,4,5000
7918,Talaghattapura,3 BHK,1856,3,135,3,7273.706897
7919,R.T. Nagar,3 Bedroom,1200,3,140,3,11666.66667
7920,Rajaji Nagar,3 BHK,1613,3,150,3,9299.442033
7921,Jakkur,4 BHK,6830,5,795,4,11639.8243
7922,Whitefield,2 BHK,1290,2,90,2,6976.744186
7923,Kasavanhalli,2 BHK,1375,2,78,2,5672.727273
7924,other,2 BHK,985,2,57,2,5786.80203
7925,other,4 Bedroom,1200,4,200,4,16666.66667
7926,Singasandra,2 BHK,1099,2,37.5,2,3412.192903
7927,Electronic City,1 BHK,605,1,13.31,1,2200
7928,other,11 BHK,6000,12,150,11,2500
7929,other,7 Bedroom,3600,7,160,7,4444.444444
7930,Marathahalli,2 BHK,1200,2,53,2,4416.666667
7931,Hulimavu,2 BHK,1000,2,45,2,4500
7932,Electronic City,3 BHK,1159,2,38,3,3278.688525
7933,Sarjapur  Road,5 BHK,3692,5,340,5,9209.100758
7934,other,2 Bedroom,600,2,80,2,13333.33333
7935,other,4 Bedroom,2400,4,600,4,25000
7936,BTM Layout,3 BHK,1540,2,78,3,5064.935065
7937,other,3 BHK,1503,2,93,3,6187.62475
7938,Ambedkar Nagar,3 BHK,1850,4,120,3,6486.486486
7939,Uttarahalli,3 BHK,1580,3,60,3,3797.468354
7940,Mico Layout,2 BHK,1190,2,39.25,2,3298.319328
7941,other,2 Bedroom,1200,2,61,2,5083.333333
7942,HAL 2nd Stage,7 Bedroom,1000,7,250,7,25000
7943,Jakkur,2 BHK,850,1,19.9,2,2341.176471
7944,Domlur,3 BHK,2180,3,285,3,13073.3945
7945,other,3 BHK,2500,2,60,3,2400
7946,ITPL,3 Bedroom,1200,3,56.12,3,4676.666667
7947,other,3 BHK,1500,2,52,3,3466.666667
7948,other,5 Bedroom,1200,3,180,5,15000
7949,Thanisandra,3 BHK,1880,3,120,3,6382.978723
7950,Padmanabhanagar,2 BHK,1150,2,45,2,3913.043478
7951,Kasavanhalli,4 Bedroom,4408,4,344,4,7803.99274
7952,Bellandur,2 BHK,924,2,35.11,2,3799.78355
7953,Sarjapur  Road,5 BHK,7800,6,385,5,4935.897436
7954,Kumaraswami Layout,6 Bedroom,600,6,100,6,16666.66667
7955,other,4 Bedroom,750,4,95,4,12666.66667
7956,Karuna Nagar,3 Bedroom,1962,3,175,3,8919.469929
7957,2nd Stage Nagarbhavi,5 Bedroom,1200,4,240,5,20000
7958,other,3 BHK,1765,3,77.27,3,4377.903683
7959,Attibele,2 BHK,1174,2,29.35,2,2500
7960,Bannerghatta Road,3 BHK,1894,3,115,3,6071.805702
7961,Ramamurthy Nagar,4 Bedroom,960,2,138,4,14375
7962,Sector 7 HSR Layout,3 BHK,1760,3,142,3,8068.181818
7963,other,3 BHK,1768,3,95,3,5373.303167
7964,Kothanur,3 BHK,1790,3,97,3,5418.994413
7965,other,4 Bedroom,3500,5,800,4,22857.14286
7966,Whitefield,2 Bedroom,1200,2,45,2,3750
7967,Kengeri,4 Bedroom,2540,4,160,4,6299.212598
7968,Mahadevpura,2 BHK,1137,2,53.4,2,4696.569921
7969,other,7 Bedroom,1200,6,115,7,9583.333333
7970,Mysore Road,3 BHK,1568,2,100,3,6377.55102
7971,Devanahalli,4 Bedroom,4920,4,393.5,4,7997.96748
7972,AECS Layout,2 BHK,1308,2,60,2,4587.155963
7973,other,4 BHK,3060,4,350,4,11437.9085
7974,Bisuvanahalli,3 BHK,1200,2,41,3,3416.666667
7975,other,1 BHK,800,1,32,1,4000
7976,Electronic City,1 BHK,530,1,13.5,1,2547.169811
7977,Bisuvanahalli,3 BHK,873,2,40,3,4581.901489
7978,other,7 Bedroom,3000,6,145,7,4833.333333
7979,other,4 Bedroom,1200,4,235,4,19583.33333
7980,Subramanyapura,2 BHK,958,2,33.53,2,3500
7981,Thigalarapalya,3 BHK,2072,4,160,3,7722.007722
7982,Talaghattapura,3 BHK,2273,3,159,3,6995.160581
7983,Banashankari Stage VI,3 Bedroom,600,3,90,3,15000
7984,Thanisandra,1 BHK,760,1,50,1,6578.947368
7985,Dommasandra,2 BHK,1090,2,43.5,2,3990.825688
7986,Thigalarapalya,3 BHK,2072,4,155,3,7480.694981
7987,Bellandur,3 BHK,2666,3,230,3,8627.156789
7988,Sarjapur  Road,3 BHK,1550,2,89,3,5741.935484
7989,Ramagondanahalli,2 BHK,1251,2,50,2,3996.802558
7990,Electronic City,2 BHK,1070,2,53,2,4953.271028
7991,Kalena Agrahara,2 BHK,1200,2,45,2,3750
7992,CV Raman Nagar,3 BHK,1435,2,60,3,4181.184669
7993,Bommasandra,3 BHK,1400,2,45,3,3214.285714
7994,Judicial Layout,4 BHK,2330,3,94.71,4,4064.806867
7995,Thanisandra,2 BHK,1200,2,60,2,5000
7996,Panathur,2 BHK,1000,2,40,2,4000
7997,Bannerghatta Road,3 BHK,1655,2,62.89,3,3800
7998,Raja Rajeshwari Nagar,9 Bedroom,3600,9,240,9,6666.666667
7999,other,1 Bedroom,600,1,35,1,5833.333333
8000,Electronics City Phase 1,2 BHK,1175,2,50,2,4255.319149
8001,Uttarahalli,2 BHK,1155,2,40.43,2,3500.4329
8002,Magadi Road,3 Bedroom,1200,3,98,3,8166.666667
8003,Budigere,2 BHK,1149,2,65,2,5657.093124
8004,Choodasandra,4 Bedroom,3200,4,375,4,11718.75
8005,other,2 BHK,1010,2,55,2,5445.544554
8006,Hegde Nagar,3 BHK,1718,3,119,3,6926.658906
8007,other,2 BHK,650,1,20,2,3076.923077
8008,Banashankari,2 BHK,1330,2,77,2,5789.473684
8009,Hormavu,2 BHK,1200,2,68,2,5666.666667
8010,Bannerghatta Road,3 BHK,1693,3,89,3,5256.940343
8011,Koramangala,2 BHK,1249,2,165,2,13210.56845
8012,Thanisandra,3 BHK,1800,4,125,3,6944.444444
8013,Margondanahalli,2 Bedroom,900,2,55,2,6111.111111
8014,NGR Layout,2 BHK,1020,2,46,2,4509.803922
8015,Amruthahalli,3 BHK,1700,3,77,3,4529.411765
8016,Panathur,1 BHK,661,1,40,1,6051.437216
8017,Bannerghatta Road,2 BHK,1280,2,60.16,2,4700
8018,other,5 Bedroom,1000,4,90,5,9000
8019,Hosur Road,2 BHK,1170,2,48,2,4102.564103
8020,Thanisandra,1 BHK,933,2,58,1,6216.505895
8021,Sarjapur  Road,2 BHK,1150,2,44,2,3826.086957
8022,Benson Town,4 BHK,3633,6,550,4,15139.00358
8023,Rajaji Nagar,3 BHK,1380,3,130,3,9420.289855
8024,Banjara Layout,2 Bedroom,1050,2,64.8,2,6171.428571
8025,other,2 BHK,1080,2,37.8,2,3500
8026,Harlur,2 BHK,1303,2,90,2,6907.137375
8027,Raja Rajeshwari Nagar,2 BHK,1196,2,40.54,2,3389.632107
8028,Nagarbhavi,5 Bedroom,2500,3,180,5,7200
8029,Sarjapur  Road,5 Bedroom,1200,4,95,5,7916.666667
8030,Bommanahalli,3 BHK,1250,3,41,3,3280
8031,Akshaya Nagar,3 BHK,1419,2,87,3,6131.078224
8032,Banashankari,2 BHK,1200,2,49,2,4083.333333
8033,7th Phase JP Nagar,2 BHK,1120,2,65,2,5803.571429
8034,Electronics City Phase 1,1 BHK,762.5,1,45.4,1,5954.098361
8035,Electronics City Phase 1,2 BHK,1245,2,75,2,6024.096386
8036,other,4 Bedroom,3978,4,428,4,10759.17547
8037,Channasandra,2 BHK,1093,2,34,2,3110.704483
8038,Electronic City,2 BHK,1025,1,26.63,2,2598.04878
8039,Hebbal,2 BHK,1345,2,97,2,7211.895911
8040,other,2 Bedroom,1500,2,45,2,3000
8041,Vijayanagar,2 BHK,1180,2,86,2,7288.135593
8042,NGR Layout,2 BHK,1020,2,48.45,2,4750
8043,other,3 BHK,1800,3,85,3,4722.222222
8044,Konanakunte,4 BHK,3621,4,511,4,14112.12372
8045,other,3 BHK,2008,3,170,3,8466.135458
8046,Kothannur,3 BHK,1240,2,39.85,3,3213.709677
8047,CV Raman Nagar,2 BHK,1020,2,55,2,5392.156863
8048,other,3 BHK,2095,3,142,3,6778.042959
8049,Gunjur,3 BHK,1362,3,62.63,3,4598.384728
8050,Yelahanka,1 BHK,694,1,30.84,1,4443.804035
8051,Vittasandra,2 BHK,1404,2,70,2,4985.754986
8052,Electronic City Phase II,3 BHK,1192,2,47,3,3942.95302
8053,other,8 Bedroom,1850,12,300,8,16216.21622
8054,Mahalakshmi Layout,4 Bedroom,1050,1,35,4,3333.333333
8055,Vittasandra,2 BHK,1259,2,67.48,2,5359.809373
8056,Kengeri,2 BHK,1000,2,34,2,3400
8057,Rachenahalli,2 BHK,985,2,49.97,2,5073.096447
8058,Indira Nagar,1 BHK,850,1,60,1,7058.823529
8059,Uttarahalli,3 BHK,1650,2,50,3,3030.30303
8060,Rajaji Nagar,5 Bedroom,2400,3,320,5,13333.33333
8061,Sarjapur  Road,3 BHK,1900,4,180,3,9473.684211
8062,Ambedkar Nagar,2 BHK,1367,2,86,2,6291.1485
8063,Rajaji Nagar,3 BHK,1210,2,81,3,6694.214876
8064,other,2 BHK,1190,2,48.6,2,4084.033613
8065,Sarjapur,2 BHK,1175,2,42,2,3574.468085
8066,R.T. Nagar,4 BHK,2800,4,400,4,14285.71429
8067,Whitefield,2 BHK,1140,2,40,2,3508.77193
8068,Hoskote,2 BHK,1095,2,33.6,2,3068.493151
8069,Attibele,1 BHK,782,1,19.55,1,2500
8070,Gubbalala,3 BHK,1435,2,80,3,5574.912892
8071,Choodasandra,2 BHK,725,2,36,2,4965.517241
8072,other,3 BHK,1600,2,88,3,5500
8073,9th Phase JP Nagar,5 Bedroom,1200,5,160,5,13333.33333
8074,Hosakerehalli,4 BHK,3205,4,300,4,9360.374415
8075,Vishwapriya Layout,4 Bedroom,720,3,95,4,13194.44444
8076,Nehru Nagar,3 BHK,1674,3,90,3,5376.344086
8077,other,4 Bedroom,860,4,125,4,14534.88372
8078,Haralur Road,2 BHK,1243,2,46,2,3700.724055
8079,Kanakpura Road,3 BHK,1703,3,130,3,7633.587786
8080,Padmanabhanagar,3 BHK,1350,3,71.55,3,5300
8081,Horamavu Agara,2 BHK,1145,2,41.21,2,3599.126638
8082,Whitefield,2 BHK,1216,2,75,2,6167.763158
8083,7th Phase JP Nagar,2 BHK,1100,3,60,2,5454.545455
8084,Sarjapur  Road,4 BHK,2425,5,201,4,8288.659794
8085,Kothanur,4 Bedroom,2700,4,175,4,6481.481481
8086,Raja Rajeshwari Nagar,2 BHK,1196,2,40.54,2,3389.632107
8087,Kanakpura Road,3 BHK,1600,3,90,3,5625
8088,Banashankari Stage V,3 BHK,1510,3,47.57,3,3150.331126
8089,Hosakerehalli,4 BHK,3033,4,326,4,10748.43389
8090,Pai Layout,2 Bedroom,780,2,72,2,9230.769231
8091,Haralur Road,2 BHK,1194,2,47,2,3936.348409
8092,Banashankari Stage II,2 BHK,1250,2,110,2,8800
8093,Sarjapur  Road,5 Bedroom,1480,4,169,5,11418.91892
8094,Horamavu Agara,4 Bedroom,1250,4,100,4,8000
8095,other,4 Bedroom,1350,4,160,4,11851.85185
8096,Laggere,1 Bedroom,620,2,48,1,7741.935484
8097,Raja Rajeshwari Nagar,3 BHK,1630,3,60.65,3,3720.858896
8098,Hennur Road,2 BHK,1020,2,45,2,4411.764706
8099,Hosakerehalli,3 BHK,1410,2,53.58,3,3800
8100,Bhoganhalli,2 BHK,1181.7,2,100,2,8462.3847
8101,other,9 Bedroom,1200,8,270,9,22500
8102,Sarjapur  Road,3 BHK,1691,3,113,3,6682.436428
8103,KR Puram,4 Bedroom,1200,4,83,4,6916.666667
8104,Banaswadi,2 BHK,1200,2,60,2,5000
8105,Old Airport Road,2 BHK,1050,2,50,2,4761.904762
8106,Kathriguppe,3 BHK,1300,3,77.99,3,5999.230769
8107,Whitefield,2 BHK,1356,2,94.84,2,6994.100295
8108,Whitefield,2 BHK,1338,2,103,2,7698.056801
8109,other,1 BHK,500,1,20,1,4000
8110,other,3 BHK,1280,2,100,3,7812.5
8111,Raja Rajeshwari Nagar,3 BHK,1531,3,51.77,3,3381.450033
8112,other,4 BHK,11000,4,1600,4,14545.45455
8113,Anekal,2 BHK,620,1,23.5,2,3790.322581
8114,8th Phase JP Nagar,3 BHK,1605,2,65,3,4049.844237
8115,Thanisandra,3 BHK,1917,3,110,3,5738.132499
8116,Nagarbhavi,4 Bedroom,1200,3,340,4,28333.33333
8117,other,3 BHK,2750,3,943,3,34290.90909
8118,Sarjapur  Road,3 BHK,1400,3,55,3,3928.571429
8119,Thubarahalli,3 BHK,2625,3,175,3,6666.666667
8120,Sahakara Nagar,2 BHK,1100,2,55,2,5000
8121,Hennur Road,3 BHK,2041,3,128,3,6271.435571
8122,Sarjapur  Road,3 BHK,2070,4,160,3,7729.468599
8123,Hebbal,3 BHK,1110,3,59,3,5315.315315
8124,other,3 BHK,1650,3,110,3,6666.666667
8125,Ambedkar Nagar,4 Bedroom,3565,4,255,4,7152.875175
8126,Varthur Road,3 BHK,1033,2,30.47,3,2949.661181
8127,HSR Layout,2 BHK,1142,2,65,2,5691.768827
8128,other,3 BHK,1500,2,75,3,5000
8129,Electronic City Phase II,3 BHK,1502,3,50,3,3328.894807
8130,other,3 BHK,1176,2,45,3,3826.530612
8131,Hosa Road,2 BHK,1063,2,32.8,2,3085.606773
8132,Kammanahalli,2 BHK,1100,2,60,2,5454.545455
8133,other,2 Bedroom,1044,2,85,2,8141.762452
8134,Sarjapur  Road,3 Bedroom,5400,3,700,3,12962.96296
8135,6th Phase JP Nagar,2 BHK,1216,2,60,2,4934.210526
8136,other,3 BHK,1425,3,55,3,3859.649123
8137,other,8 Bedroom,1200,8,150,8,12500
8138,Hosur Road,2 BHK,1345,2,108,2,8029.739777
8139,Marathahalli,2 BHK,1248,2,130,2,10416.66667
8140,other,4 Bedroom,1830,4,325,4,17759.56284
8141,other,2 BHK,900,1,130,2,14444.44444
8142,Bellandur,4 Bedroom,3600,4,245,4,6805.555556
8143,Uttarahalli,2 BHK,1025,2,35.88,2,3500.487805
8144,other,2 Bedroom,840,1,99,2,11785.71429
8145,Lakshminarayana Pura,3 BHK,3050,2,90,3,2950.819672
8146,Kadubeesanahalli,3 BHK,1424,2,75,3,5266.853933
8147,EPIP Zone,3 BHK,2500,3,268,3,10720
8148,ISRO Layout,6 Bedroom,1200,6,230,6,19166.66667
8149,other,2 BHK,1285,2,45,2,3501.945525
8150,Babusapalaya,2 BHK,1450,2,55.99,2,3861.37931
8151,Raja Rajeshwari Nagar,2 BHK,1160,2,70,2,6034.482759
8152,Yelahanka New Town,3 Bedroom,2700,3,350,3,12962.96296
8153,other,3 Bedroom,2000,2,95,3,4750
8154,Uttarahalli,2 BHK,1125,2,47.65,2,4235.555556
8155,Old Madras Road,4 Bedroom,3900,4,175,4,4487.179487
8156,Raja Rajeshwari Nagar,2 BHK,1133,2,38.37,2,3386.584289
8157,Arekere,2 BHK,1240,2,60,2,4838.709677
8158,Devanahalli,3 BHK,1466,3,77.59,3,5292.633015
8159,other,4 BHK,3870,4,411,4,10620.15504
8160,Ramagondanahalli,3 BHK,1610,2,115,3,7142.857143
8161,Sarjapur  Road,3 BHK,1220,3,56,3,4590.163934
8162,Kaggadasapura,2 BHK,1225,2,48,2,3918.367347
8163,Akshaya Nagar,2 BHK,1300,2,54,2,4153.846154
8164,Thanisandra,3 BHK,1996,4,123,3,6162.324649
8165,other,3 BHK,1320,2,55,3,4166.666667
8166,Rajaji Nagar,3 BHK,1800,3,240,3,13333.33333
8167,other,3 BHK,1835,3,175,3,9536.784741
8168,Sarjapur  Road,3 BHK,1435,3,90,3,6271.777003
8169,Whitefield,3 BHK,4097,3,400,3,9763.241396
8170,Rayasandra,3 BHK,1601,3,70,3,4372.267333
8171,Kadubeesanahalli,2 BHK,1257,2,93,2,7398.568019
8172,Iblur Village,4 BHK,3596,5,260,4,7230.25584
8173,Kasavanhalli,2 BHK,1309,2,95,2,7257.448434
8174,Yeshwanthpur,2 Bedroom,1362,2,100,2,7342.143906
8175,Whitefield,2 BHK,1115,2,55,2,4932.735426
8176,Whitefield,3 BHK,1870,3,90,3,4812.834225
8177,other,2 BHK,1322,2,61.99,2,4689.107413
8178,other,3 BHK,1450,2,65,3,4482.758621
8179,Banashankari,2 BHK,1185,2,67,2,5654.008439
8180,7th Phase JP Nagar,3 BHK,1790,3,120,3,6703.910615
8181,Whitefield,3 Bedroom,3450,4,208,3,6028.985507
8182,Rachenahalli,2 BHK,1050,2,52.5,2,5000
8183,Budigere,1 BHK,693,1,27.375,1,3950.21645
8184,Sarjapur  Road,4 Bedroom,5400,4,750,4,13888.88889
8185,Devanahalli,1 BHK,775,1,39,1,5032.258065
8186,Hoodi,2 BHK,1000,2,48,2,4800
8187,Thanisandra,2 BHK,1183,2,77.25,2,6530.008453
8188,Binny Pete,3 BHK,1282,3,178,3,13884.55538
8189,other,1 BHK,425,1,15,1,3529.411765
8190,other,2 BHK,820,2,30,2,3658.536585
8191,other,4 BHK,2230,4,792,4,35515.69507
8192,Hebbal,2 BHK,1200,2,52,2,4333.333333
8193,Ramagondanahalli,2 BHK,1151,2,43.6,2,3788.010426
8194,Hulimavu,3 BHK,1320,2,59,3,4469.69697
8195,other,3 BHK,1450,3,68,3,4689.655172
8196,Poorna Pragna Layout,3 BHK,1270,2,50.79,3,3999.212598
8197,Hegde Nagar,3 BHK,1847,3,123,3,6659.447753
8198,Devanahalli,1 BHK,1020,2,49.87,1,4889.215686
8199,Somasundara Palya,3 BHK,1650,3,95,3,5757.575758
8200,other,4 BHK,2380,4,242,4,10168.06723
8201,Electronic City,3 BHK,2400,2,78,3,3250
8202,Begur Road,2 BHK,1160,2,44,2,3793.103448
8203,Haralur Road,4 BHK,2805,4,154,4,5490.196078
8204,Mysore Road,3 BHK,1360,3,47.6,3,3500
8205,Brookefield,2 BHK,1089,2,49,2,4499.540863
8206,Yelahanka,2 BHK,1115,2,60,2,5381.165919
8207,Kudlu Gate,2 BHK,1215,2,45,2,3703.703704
8208,Sarjapur  Road,2 BHK,1194,2,51,2,4271.356784
8209,Kannamangala,3 BHK,1536,3,104,3,6770.833333
8210,Hennur,2 BHK,1255,2,55.5,2,4422.310757
8211,Electronic City,3 BHK,1571,3,83,3,5283.259071
8212,other,2 Bedroom,900,1,70,2,7777.777778
8213,other,2 BHK,1517,2,125,2,8239.947264
8214,Budigere,1 BHK,664,1,35.4,1,5331.325301
8215,Devarachikkanahalli,2 BHK,1230,2,58,2,4715.447154
8216,Hegde Nagar,2 BHK,1340,2,72,2,5373.134328
8217,Attibele,2 BHK,1175,2,29.38,2,2500.425532
8218,Benson Town,4 Bedroom,3569,4,600,4,16811.43177
8219,Sarjapur,2 BHK,1240,2,43.1,2,3475.806452
8220,other,3 BHK,,2,150,3,
8221,Electronic City,3 BHK,1470,2,44.1,3,3000
8222,7th Phase JP Nagar,3 BHK,1680,3,117,3,6964.285714
8223,other,2 BHK,1000,2,35,2,3500
8224,Gunjur,2 BHK,1071,2,51,2,4761.904762
8225,Sector 2 HSR Layout,3 BHK,1512,3,80,3,5291.005291
8226,Frazer Town,4 BHK,3435,2,341,4,9927.219796
8227,other,3 BHK,3144,3,455,3,14472.01018
8228,Kalyan nagar,2 BHK,1190,2,60,2,5042.016807
8229,Pattandur Agrahara,3 BHK,1550,2,80,3,5161.290323
8230,Kanakpura Road,2 BHK,1283,2,63.22,2,4927.51364
8231,Mallasandra,2 BHK,1325,2,73,2,5509.433962
8232,Whitefield,2 BHK,1105,2,35.36,2,3200
8233,Banaswadi,3 BHK,1600,3,74.5,3,4656.25
8234,other,4 Bedroom,400,2,35,4,8750
8235,Hennur,2 BHK,1100,2,44.55,2,4050
8236,Talaghattapura,3 BHK,2099,3,147,3,7003.334921
8237,Yelachenahalli,3 BHK,1365,2,72,3,5274.725275
8238,Hebbal Kempapura,2 BHK,1485,3,132,2,8888.888889
8239,Hosur Road,2 BHK,1250,2,55,2,4400
8240,Chikkalasandra,3 BHK,1290,2,56.12,3,4350.387597
8241,Bellandur,2 BHK,1170,2,46.79,2,3999.145299
8242,Kanakpura Road,2 BHK,1328,2,91.06,2,6856.927711
8243,Hennur Road,2 BHK,1232,2,87,2,7061.688312
8244,1st Phase JP Nagar,2 BHK,1180,2,88.5,2,7500
8245,Electronic City,3 BHK,1350,3,66,3,4888.888889
8246,other,4 BHK,3602,4,280,4,7773.459189
8247,Nagasandra,4 BHK,2400,4,145,4,6041.666667
8248,Electronic City Phase II,2 BHK,1020,2,32,2,3137.254902
8249,Begur Road,3 BHK,1410,2,49.34,3,3499.29078
8250,other,3 BHK,2159,3,120,3,5558.128763
8251,TC Palaya,3 BHK,1200,2,66,3,5500
8252,Hennur,2 BHK,1255,2,57.5,2,4581.673307
8253,Whitefield,2 BHK,1074,2,42.79,2,3984.171322
8254,other,3 Bedroom,1200,3,72,3,6000
8255,Sarjapur,3 BHK,1170,2,35.41,3,3026.495726
8256,Tumkur Road,1 BHK,728.5,1,31.315,1,4298.558682
8257,Bommanahalli,3 BHK,1660,2,100,3,6024.096386
8258,other,5 Bedroom,900,6,95,5,10555.55556
8259,other,6 Bedroom,1850,3,175,6,9459.459459
8260,other,1 Bedroom,510,1,34,1,6666.666667
8261,Mahadevpura,3 BHK,1601,3,95,3,5933.79138
8262,Begur Road,2 BHK,952,2,42,2,4411.764706
8263,other,2 BHK,1166,2,65,2,5574.614065
8264,other,3 BHK,2700,2,260,3,9629.62963
8265,Electronic City Phase II,4 Bedroom,1900,3,97,4,5105.263158
8266,other,3 Bedroom,1350,2,175,3,12962.96296
8267,Haralur Road,3 BHK,1520,2,96,3,6315.789474
8268,other,4 Bedroom,2100,6,100,4,4761.904762
8269,Yelenahalli,2 BHK,1175,2,50,2,4255.319149
8270,Bharathi Nagar,2 BHK,1432,2,68,2,4748.603352
8271,Bommasandra Industrial Area,2 BHK,1005,2,39.77,2,3957.21393
